cenario,tipo_choque,multiplicador_produtividade,perda_produtividade,choque_permanente,periodo,variavel,unidade,numero_simulacoes,media,mediana,desvio_padrao,p5,p25,p75,p95,erro_padrao,media_ic95_inferior,media_ic95_superior,media_diferente_zero_95
choque_05pct_temporario,temporario,0.95,0.05,False,16,inflacao,p.p. em relação ao benchmark,100,0.032965327321617686,0.03430822993160105,0.037279060720222267,-0.035750303862579456,0.010667730009011825,0.06031773020361837,0.08135878625739269,0.0037279060720222267,0.025658631420454124,0.04027202322278125,True
choque_05pct_temporario,temporario,0.95,0.05,False,16,pib_real,% em relação ao benchmark,100,-0.08730953943580118,-0.0900759467116096,0.023865105519704246,-0.12237643082746219,-0.10677593407427963,-0.07352369225684102,-0.04214640018564972,0.0023865105519704248,-0.09198710011766321,-0.08263197875393914,True
choque_05pct_temporario,temporario,0.95,0.05,False,16,taxa_desemprego,p.p. em relação ao benchmark,100,-0.029336368893875985,-0.02828857872406995,0.013409100580577522,-0.05132101777061526,-0.0401956007219763,-0.0195114155430657,-0.009654444618117541,0.0013409100580577522,-0.03196455260766918,-0.02670818518008279,True
choque_05pct_temporario,temporario,0.95,0.05,False,17,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.007077767100779403,-0.00750045926703075,0.010451705871585278,-0.022861042219259532,-0.014079624482844375,0.0007201606228098749,0.011154942432867505,0.0010451705871585277,-0.009126301451610117,-0.005029232749948688,True
choque_05pct_temporario,temporario,0.95,0.05,False,17,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.01357375269707157,0.013783189193571,0.012790339080843236,-0.0076607633824138195,0.004211024863478,0.022344646635897376,0.03746243949120277,0.0012790339080843236,0.011066846237226296,0.016080659156916845,True
choque_05pct_temporario,temporario,0.95,0.05,False,17,inflacao,p.p. em relação ao benchmark,100,0.07099412956288971,0.0697648678604223,0.045316164816766806,0.0015731727204314802,0.037726502651747026,0.10605802810839669,0.13395141301736457,0.004531616481676681,0.062112161258803415,0.079876097866976,True
choque_05pct_temporario,temporario,0.95,0.05,False,17,pib_real,% em relação ao benchmark,100,-0.09897171011915767,-0.10096410444502266,0.022801465846424,-0.13320821624260284,-0.11530535336445318,-0.08438944772029275,-0.06454941178497044,0.0022801465846424,-0.10344079742505678,-0.09450262281325857,True
choque_05pct_temporario,temporario,0.95,0.05,False,17,taxa_desemprego,p.p. em relação ao benchmark,100,-0.005821897957190268,-0.00625039029747625,0.008700400542878121,-0.019026678020479477,-0.011744650866728325,-0.00042007023050047497,0.008367880531337175,0.0008700400542878122,-0.00752717646359438,-0.004116619450786157,True
choque_05pct_temporario,temporario,0.95,0.05,False,18,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.01191592425807575,-0.01197244535067795,0.009697587868053564,-0.02533314849429842,-0.02007371681716105,-0.006369574085484124,0.005158082013330836,0.0009697587868053564,-0.013816651480214248,-0.010015197035937251,True
choque_05pct_temporario,temporario,0.95,0.05,False,18,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.042568711959643867,0.0407739462460289,0.019097695925150423,0.013813856540112565,0.0306313598421727,0.05273397396379355,0.07612495995911596,0.0019097695925150422,0.03882556355831438,0.04631186036097335,True
choque_05pct_temporario,temporario,0.95,0.05,False,18,inflacao,p.p. em relação ao benchmark,100,0.07149108815414747,0.07030790112256821,0.04274970259201138,0.0058634189996575005,0.043623365360101474,0.1018988934193942,0.1447399969273455,0.0042749702592011374,0.06311214644611324,0.0798700298621817,True
choque_05pct_temporario,temporario,0.95,0.05,False,18,pib_real,% em relação ao benchmark,100,-0.11075407668456522,-0.1103903589648236,0.02524037333799961,-0.15082913917865254,-0.12812907144598704,-0.09303773267436416,-0.07393269787817683,0.002524037333799961,-0.11570118985881314,-0.10580696351031729,True
choque_05pct_temporario,temporario,0.95,0.05,False,18,taxa_desemprego,p.p. em relação ao benchmark,100,0.009849426994598598,0.0090653565511984,0.011352361461940276,-0.00383718127918419,0.001421481534992975,0.01670970847576895,0.02805437817945272,0.0011352361461940276,0.007624364148058303,0.012074489841138892,True
choque_05pct_temporario,temporario,0.95,0.05,False,19,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.020130249813876636,-0.018883574479778148,0.008718047352778516,-0.03463232724400997,-0.024590268228784448,-0.01525512783671875,-0.006571984587129275,0.0008718047352778516,-0.021838987095021224,-0.018421512532732047,True
choque_05pct_temporario,temporario,0.95,0.05,False,19,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.04625156826330838,0.0432699941683864,0.02435513474677431,0.01226804787194562,0.029102000484066474,0.0601509419105812,0.08890600607570752,0.002435513474677431,0.041477961852940615,0.05102517467367615,True
choque_05pct_temporario,temporario,0.95,0.05,False,19,inflacao,p.p. em relação ao benchmark,100,0.048188341477183275,0.0463750398858042,0.027680019721584875,0.00812576649276022,0.02765835450904695,0.0680104440854922,0.0938702156314741,0.0027680019721584874,0.04276305761175264,0.05361362534261391,True
choque_05pct_temporario,temporario,0.95,0.05,False,19,pib_real,% em relação ao benchmark,100,-0.1167740954587106,-0.1151330112239834,0.03220074873565344,-0.16938287536458815,-0.13444220101587737,-0.09682973900189959,-0.07068636724506687,0.003220074873565344,-0.12308544221089868,-0.11046274870652253,True
choque_05pct_temporario,temporario,0.95,0.05,False,19,taxa_desemprego,p.p. em relação ao benchmark,100,0.009980045709150098,0.0068641679297368995,0.01642363857258271,-0.014766909348102009,-0.0022793664128387247,0.019548130706830903,0.03727467079664595,0.001642363857258271,0.006761012548923887,0.01319907886937631,True
choque_05pct_temporario,temporario,0.95,0.05,False,20,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.028973209337361513,-0.0270311118431382,0.01358249283896547,-0.052243262861439946,-0.03665893817915735,-0.020108727715578,-0.011327576311383892,0.001358249283896547,-0.031635377933798746,-0.02631104074092428,True
choque_05pct_temporario,temporario,0.95,0.05,False,20,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.03286899754398616,0.03198833149214565,0.023541873579743945,-0.0051883044710367,0.01690406278422795,0.0492875639217377,0.07656925550315108,0.0023541873579743947,0.028254790322356345,0.03748320476561597,True
choque_05pct_temporario,temporario,0.95,0.05,False,20,inflacao,p.p. em relação ao benchmark,100,0.01964633185321226,0.0201618605702447,0.0194704184300032,-0.010556406752229009,0.009494428502687625,0.03137859902049285,0.049331316806208135,0.00194704184300032,0.015830129840931635,0.023462533865492886,True
choque_05pct_temporario,temporario,0.95,0.05,False,20,pib_real,% em relação ao benchmark,100,-0.12702304757725844,-0.12394928782388234,0.04711308129842499,-0.20768806313919919,-0.1586565309882409,-0.0909809030415792,-0.04610545075355958,0.004711308129842499,-0.13625721151174974,-0.11778888364276714,True
choque_05pct_temporario,temporario,0.95,0.05,False,20,taxa_desemprego,p.p. em relação ao benchmark,100,0.0006765589955348847,-0.00063547640792095,0.017400296953450828,-0.02388135820333893,-0.01275626729892065,0.0122292555291163,0.03345092521911528,0.0017400296953450829,-0.0027338992073414775,0.004087017198411247,False
choque_05pct_temporario,temporario,0.95,0.05,False,21,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.0319314417579837,-0.0298569322646342,0.019303666632882414,-0.06296008693905841,-0.0443192831464324,-0.019501680487913724,-0.0019396548029493345,0.0019303666632882414,-0.03571496041802866,-0.02814792309793875,True
choque_05pct_temporario,temporario,0.95,0.05,False,21,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.024518770850653036,0.021685374647341348,0.0225108730017525,-0.01267369634022485,0.0103111494176459,0.03926453828549108,0.0629727073636324,0.0022510873001752502,0.020106639742309546,0.028930901958996526,True
choque_05pct_temporario,temporario,0.95,0.05,False,21,inflacao,p.p. em relação ao benchmark,100,0.004231853137267582,0.008839169454222199,0.030430444323971694,-0.05289162037293341,-0.0085361092110658,0.02589596428685385,0.03911959788413846,0.0030430444323971692,-0.0017325139502308703,0.010196220224766035,False
choque_05pct_temporario,temporario,0.95,0.05,False,21,pib_real,% em relação ao benchmark,100,-0.13072440188130247,-0.12564556241584365,0.05742550308113043,-0.22138309799549996,-0.17013509316073644,-0.09055043497442625,-0.04348296162574263,0.005742550308113043,-0.14197980048520403,-0.1194690032774009,True
choque_05pct_temporario,temporario,0.95,0.05,False,21,taxa_desemprego,p.p. em relação ao benchmark,100,-0.0005304987801061278,-0.0014318129112879,0.019361992188852418,-0.029080966840311973,-0.013676087073565626,0.01305992495499935,0.035684734489245445,0.0019361992188852417,-0.004325449249121201,0.003264451688908946,False
choque_05pct_temporario,temporario,0.95,0.05,False,22,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.03343400711840889,-0.0310095850325278,0.021904942233439455,-0.06826337438931628,-0.04925169960904855,-0.020135642759434174,-0.003176526122109975,0.0021904942233439456,-0.037727375796163025,-0.029140638440654756,True
choque_05pct_temporario,temporario,0.95,0.05,False,22,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.025828817757752042,0.0245930018112891,0.01858309323310251,6.4806713954991524e-06,0.0136787491116473,0.03779337947840545,0.05312908135687202,0.0018583093233102512,0.02218653148406395,0.029471104031440133,True
choque_05pct_temporario,temporario,0.95,0.05,False,22,inflacao,p.p. em relação ao benchmark,100,-0.007269610787713928,-0.0058947396599395505,0.04306940217840365,-0.08017284160057753,-0.03485044982645672,0.02365124350522385,0.05161627050275227,0.004306940217840365,-0.015711213614681044,0.0011719920392531877,False
choque_05pct_temporario,temporario,0.95,0.05,False,22,pib_real,% em relação ao benchmark,100,-0.1225350880189638,-0.12066411183327405,0.054173118200277676,-0.20948388621355057,-0.1625111719208927,-0.08830145276084161,-0.04450424500140497,0.005417311820027767,-0.13315301918621822,-0.11191715685170939,True
choque_05pct_temporario,temporario,0.95,0.05,False,22,taxa_desemprego,p.p. em relação ao benchmark,100,-0.0012329421649280518,-0.0017796891827688002,0.016493294358997327,-0.022242635870942825,-0.013250201279888974,0.0085958115307087,0.025759698869887538,0.0016493294358997327,-0.0044656278592915275,0.0019997435294354243,False
choque_05pct_temporario,temporario,0.95,0.05,False,23,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.02986051372389321,-0.0286325370802916,0.01937533410766875,-0.0597535046053874,-0.04196809142041355,-0.0174741100528334,-0.0008388244778342299,0.001937533410766875,-0.033658079208996286,-0.026062948238790136,True
choque_05pct_temporario,temporario,0.95,0.05,False,23,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.017864068661382196,0.01834223983332435,0.01225470476119154,-0.004096804181413219,0.01149041256319475,0.025473584678124078,0.03537757382370012,0.001225470476119154,0.015462146528188654,0.020265990794575736,True
choque_05pct_temporario,temporario,0.95,0.05,False,23,inflacao,p.p. em relação ao benchmark,100,-0.00990030460999835,-0.00668410307919085,0.04775380975968648,-0.09559845922788238,-0.04879613578855908,0.02258906756524845,0.053727020222985505,0.004775380975968648,-0.0192600513228969,-0.0005405578970998012,True
choque_05pct_temporario,temporario,0.95,0.05,False,23,pib_real,% em relação ao benchmark,100,-0.10704452547119443,-0.10759095367355305,0.03929282785670284,-0.16628004679046174,-0.13124478073363585,-0.08349783317605768,-0.05105839513649678,0.003929282785670284,-0.11474591973110819,-0.09934313121128067,True
choque_05pct_temporario,temporario,0.95,0.05,False,23,taxa_desemprego,p.p. em relação ao benchmark,100,-0.008090372744925921,-0.00659586000030795,0.012498804165427332,-0.030052650126776485,-0.0141096297982517,-0.002127399036360925,0.011015805183728434,0.0012498804165427331,-0.010540138361349679,-0.005640607128502164,True
choque_05pct_temporario,temporario,0.95,0.05,False,24,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.02451985411428402,-0.0240280791872021,0.013086201078587205,-0.04631463832929873,-0.032495039360790325,-0.016179664986714977,-0.006032430239658244,0.0013086201078587206,-0.027084749525687114,-0.021954958702880927,True
choque_05pct_temporario,temporario,0.95,0.05,False,24,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.008348172702418532,0.01010980635718775,0.018100363919590755,-0.02831814376944142,-0.000694342374227925,0.020053615272692924,0.02924218197426162,0.0018100363919590755,0.004800501374178744,0.01189584403065832,True
choque_05pct_temporario,temporario,0.95,0.05,False,24,inflacao,p.p. em relação ao benchmark,100,-0.0080451472603853,-0.00424237777685295,0.04363175397624225,-0.07278354892804928,-0.0353158271848952,0.020218327620524702,0.05789893933292756,0.004363175397624225,-0.016596971039728778,0.0005066765189581813,False
choque_05pct_temporario,temporario,0.95,0.05,False,24,pib_real,% em relação ao benchmark,100,-0.08704983686929153,-0.0884452520015399,0.025965237011813434,-0.12394725822914057,-0.10339501392624123,-0.07487798858872845,-0.029052866482282,0.0025965237011813433,-0.09213902332360696,-0.0819606504149761,True
choque_05pct_temporario,temporario,0.95,0.05,False,24,taxa_desemprego,p.p. em relação ao benchmark,100,-0.015726287111868846,-0.01249877427204335,0.018505967686681002,-0.05182980175823018,-0.024252844862990924,-0.0041705385069961,0.006814814287665791,0.0018505967686681002,-0.019353456778458324,-0.01209911744527937,True
choque_05pct_temporario,temporario,0.95,0.05,False,25,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.016669598502046204,-0.01738285373854905,0.011610037176302894,-0.032495187736992254,-0.023730734150723774,-0.010255323201336625,0.0041067600577022745,0.0011610037176302895,-0.018945165788601573,-0.014394031215490837,True
choque_05pct_temporario,temporario,0.95,0.05,False,25,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.0012720074518649807,0.0025468531839544497,0.028311185335731032,-0.05186172732937762,-0.011419581219790325,0.02118603860049715,0.04073345507123111,0.0028311185335731033,-0.004276984873938302,0.0068209997776682635,False
choque_05pct_temporario,temporario,0.95,0.05,False,25,inflacao,p.p. em relação ao benchmark,100,0.0008758223573539386,0.0033203706436446,0.03268180699012516,-0.05257243951344636,-0.018351088905965672,0.022032272475774828,0.04946118272488688,0.003268180699012516,-0.005529811812710592,0.00728145652741847,False
choque_05pct_temporario,temporario,0.95,0.05,False,25,pib_real,% em relação ao benchmark,100,-0.06679584559281912,-0.07302454678418946,0.045101489339751125,-0.12760907793883558,-0.0934573021711626,-0.05033325705490753,0.02204268530649358,0.004510148933975113,-0.07563573750341034,-0.0579559536822279,True
choque_05pct_temporario,temporario,0.95,0.05,False,25,taxa_desemprego,p.p. em relação ao benchmark,100,-0.02154222662764094,-0.019333782718112348,0.02894993220293491,-0.07489320325016481,-0.03593529234125095,-0.0026372720234888996,0.01732446300211832,0.002894993220293491,-0.027216413339416184,-0.015868039915865696,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,0,deficit_externo,p.p. do PIB em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,0,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,0,inflacao,p.p. em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,0,pib_real,% em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,0,taxa_desemprego,p.p. em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,1,deficit_externo,p.p. do PIB em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,1,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,1,inflacao,p.p. em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,1,pib_real,% em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,1,taxa_desemprego,p.p. em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,2,deficit_externo,p.p. do PIB em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,2,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,2,inflacao,p.p. em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,2,pib_real,% em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,2,taxa_desemprego,p.p. em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,3,deficit_externo,p.p. do PIB em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,3,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,3,inflacao,p.p. em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,3,pib_real,% em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,3,taxa_desemprego,p.p. em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,4,deficit_externo,p.p. do PIB em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,4,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,4,inflacao,p.p. em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,4,pib_real,% em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,4,taxa_desemprego,p.p. em relação ao benchmark,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,5,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.0032300481709320174,-0.0038383231167761003,0.004048902434603768,-0.008195564236790406,-0.006769208346610725,1.2710811118299871e-05,0.004387686363495783,0.0004048902434603768,-0.004023633048114356,-0.002436463293749679,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,5,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.04374712033648576,0.04698593571336795,0.022575944327336332,0.0012205686376185305,0.02558808000461955,0.06337218238815635,0.07219031333875392,0.002257594432733633,0.03932223524832784,0.048172005424643685,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,5,inflacao,p.p. em relação ao benchmark,100,0.20516409649294348,0.19752112344615375,0.04879517877061762,0.15067098231069437,0.16263924578439057,0.244536382449817,0.29705260499871095,0.004879517877061762,0.19560024145390242,0.21472795153198454,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,5,pib_real,% em relação ao benchmark,100,-0.22326464187087844,-0.21335028008540585,0.061611736944130004,-0.33688761096618886,-0.2743959774354709,-0.16820427642270647,-0.15390297341065282,0.006161173694413,-0.2353405423119279,-0.21118874142982896,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,5,taxa_desemprego,p.p. em relação ao benchmark,100,0.01468513715905473,0.01283826859827595,0.008939768936763248,0.01077884980323643,0.01202300595727865,0.014613973875091751,0.02230685510531127,0.0008939768936763248,0.012932942447449134,0.016437331870660328,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,6,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.01621481063867158,-0.017189627087399947,0.006363297033834537,-0.023737447794201096,-0.021309745306265924,-0.012829208584413224,-0.00469452162501434,0.0006363297033834537,-0.01746201685730315,-0.014967604420040012,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,6,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.1398992393482167,0.14373601379144765,0.01800544311536983,0.1083265869178416,0.1304999906403807,0.1524704541679727,0.16158530634298424,0.0018005443115369831,0.1363701724976042,0.14342830619882918,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,6,inflacao,p.p. em relação ao benchmark,100,0.2923811942531249,0.28625088853981845,0.022804727553692887,0.2726257780164687,0.2803445886456757,0.2938255023931857,0.33907926040700254,0.002280472755369289,0.2879114676526011,0.2968509208536487,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,6,pib_real,% em relação ao benchmark,100,-0.4316528975014012,-0.4205481433054048,0.0338409558376495,-0.4933584433881027,-0.43907531766277924,-0.4103217471833065,-0.396996276880438,0.0033840955837649497,-0.4382857248455805,-0.4250200701572219,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,6,taxa_desemprego,p.p. em relação ao benchmark,100,0.05169685283114288,0.05298221995984335,0.012397508628254774,0.03036383916783408,0.0449362458287111,0.05853176741103493,0.06531452183318916,0.0012397508628254775,0.04926694114000494,0.05412676452228082,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,7,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.028565127726596806,-0.03066144751826015,0.011656425429009078,-0.043787606932796076,-0.03776905199568488,-0.021011864371872024,-0.006581513013352221,0.0011656425429009078,-0.030849787110682585,-0.026280468342511028,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,7,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.2258133886319303,0.22875060684904575,0.026589746103172315,0.17685693925875393,0.21285076463863936,0.24627973744238246,0.26100940564843544,0.0026589746103172314,0.2206017983957085,0.23102497886815207,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,7,inflacao,p.p. em relação ao benchmark,100,0.4543321382168115,0.453013982492112,0.01954469425035103,0.42897048590947,0.4410078550780905,0.4670982124680645,0.4873404844580364,0.001954469425035103,0.4505013781437427,0.4581628982898803,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,7,pib_real,% em relação ao benchmark,100,-0.7402715194064743,-0.7391691303372527,0.020147657677176557,-0.7731561062432007,-0.7517521841020475,-0.7266460912627226,-0.7135436177748478,0.002014765767717656,-0.7442204603112009,-0.7363225785017476,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,7,taxa_desemprego,p.p. em relação ao benchmark,100,0.11065137774084699,0.11246811787319545,0.026864296702592917,0.07206783135365777,0.09975984218709258,0.1258692990497044,0.1362975549161091,0.002686429670259292,0.10538597558713877,0.1159167798945552,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,8,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.1018478298130906,-0.10323053219245071,0.008243403023307352,-0.1140750642637635,-0.10713265772815715,-0.0964121211014089,-0.08734434227207956,0.0008243403023307352,-0.10346353680565884,-0.10023212282052235,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,8,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.366115021303589,0.36801030949849955,0.024862970791528435,0.32324686999658625,0.35275176621281445,0.37862048879012605,0.40100537293324495,0.0024862970791528433,0.36124187902844945,0.3709881635787286,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,8,inflacao,p.p. em relação ao benchmark,100,0.49724680169555446,0.4980880097099183,0.015731425587945384,0.47391698232485674,0.4891639077269916,0.5077571810847503,0.5158996039145347,0.0015731425587945384,0.49416344228031717,0.5003301611107918,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,8,pib_real,% em relação ao benchmark,100,-1.1253268855070846,-1.124498903688248,0.038560597148871,-1.1816557791301168,-1.1500945099559068,-1.1026537666194742,-1.0655113479087708,0.0038560597148871003,-1.1328847625482632,-1.117769008465906,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,8,taxa_desemprego,p.p. em relação ao benchmark,100,0.17788876616096005,0.1772424263968237,0.03291932639690893,0.13764046381916617,0.16101725879865517,0.19287607351768335,0.20719591588695255,0.0032919326396908927,0.1714365781871659,0.1843409541347542,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,9,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.15767031094457815,-0.15711654646932294,0.012346658770879976,-0.1753847431651016,-0.16603189327546475,-0.14884397161043367,-0.14069264157331873,0.0012346658770879975,-0.1600902560636706,-0.15525036582548568,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,9,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.44662279312425596,0.4470466338251572,0.02493909743164021,0.40859050745781716,0.42785949711449667,0.4619876724192256,0.48241154429076955,0.002493909743164021,0.44173473002765445,0.45151085622085746,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,9,inflacao,p.p. em relação ao benchmark,100,0.5398456742161044,0.5434143352029519,0.028129929046017656,0.5047146702854455,0.5250761398446435,0.5587055073630276,0.5733303662255174,0.0028129929046017657,0.5343322081230849,0.5453591403091239,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,9,pib_real,% em relação ao benchmark,100,-1.540545102573531,-1.5438132022503825,0.04510455175201461,-1.6141591979873338,-1.5709018026970778,-1.5089250090289552,-1.46338059996017,0.004510455175201461,-1.549385594716926,-1.5317046104301362,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,9,taxa_desemprego,p.p. em relação ao benchmark,100,0.2275965927636402,0.2284340021374002,0.028930077312565902,0.18956682238822486,0.21285434932878092,0.24446911587406542,0.2599913581988908,0.0028930077312565904,0.22192629761037727,0.23326688791690312,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,10,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.2431606808978524,-0.2427421899564294,0.013991783933693366,-0.26485299597636003,-0.25319997820488516,-0.2324866440050363,-0.22342531060075113,0.0013991783933693367,-0.2459030705488563,-0.2404182912468485,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,10,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.5346363432602482,0.5378740048403594,0.031183433040065888,0.4926096535879661,0.513865556341004,0.5595695342187124,0.5768336196945658,0.003118343304006589,0.5285243903843954,0.5407482961361011,True
choque_10pct_permanente,permanente,0.9,0.0999999999999999,True,10,inflacao,p.p. em relação ao benchmark,100,0.5127197812333546,0.5159011980725992,0.026743994491500618,0.46385145030804376,0.49478858400356923,0.5337933686384355,0.5452568948046732,0.002674399449150062,0.5074779583130204,0.5179616041536887,True
