cenario,tipo_choque,multiplicador_produtividade,perda_produtividade,choque_permanente,periodo,horizonte,variavel,unidade,numero_simulacoes,media,mediana,desvio_padrao,p5,p25,p75,p95,erro_padrao,media_ic95_inferior,media_ic95_superior,media_diferente_zero_95
choque_10pct_temporario,temporario,0.9,0.0999999999999999,False,10,+5,taxa_desemprego,p.p. em relação ao benchmark,100,0.06002035496747335,0.0590268156002271,0.01814541333330899,0.0332509417130759,0.04755660320759907,0.06797712539461373,0.09419069575948755,0.0018145413333308992,0.056463853954144785,0.06357685598080191,True
choque_10pct_temporario,temporario,0.9,0.0999999999999999,False,15,+10,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.01835064719004578,-0.017560817962991852,0.01629936678931089,-0.04215135416679635,-0.0312910880664463,-0.00828699056640965,0.006669459857426682,0.001629936678931089,-0.021545323080750713,-0.015155971299340844,True
choque_10pct_temporario,temporario,0.9,0.0999999999999999,False,15,+10,deficit_governo,p.p. do PIB em relação ao benchmark,100,-0.04234297259361452,-0.042319008344321396,0.02608284896621378,-0.08368315367300072,-0.060110277116835746,-0.022991490211596903,-0.0052453306160767455,0.002608284896621378,-0.04745521099099242,-0.03723073419623662,True
choque_10pct_temporario,temporario,0.9,0.0999999999999999,False,15,+10,inflacao,p.p. em relação ao benchmark,100,0.032201273053211715,0.0309819837771785,0.031200133096044202,-0.022604367790266474,0.014353737951017225,0.05130357018376383,0.08580206310907833,0.0031200133096044203,0.026086046966387052,0.038316499140036375,True
choque_10pct_temporario,temporario,0.9,0.0999999999999999,False,15,+10,pib_real,% em relação ao benchmark,100,-0.13861162790091147,-0.1356906741856456,0.06339043431525779,-0.23815115384550384,-0.18959027732035616,-0.09309717048658903,-0.037406737011755835,0.006339043431525779,-0.151036153026702,-0.12618710277512094,True
choque_10pct_temporario,temporario,0.9,0.0999999999999999,False,15,+10,taxa_desemprego,p.p. em relação ao benchmark,100,-0.11260184448094149,-0.11097115849639025,0.03386965278388398,-0.16353493481657588,-0.13689299280441558,-0.0876085806338078,-0.05929131550152697,0.003386965278388398,-0.11924029642658275,-0.10596339253530022,True
choque_10pct_temporario,temporario,0.9,0.0999999999999999,False,25,final,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.028207426576054052,-0.033537820737047905,0.026665563732325745,-0.062119646603868615,-0.04457160779572757,-0.012146891029235626,0.028928342647717858,0.0026665563732325747,-0.0334338770675899,-0.022980976084518205,True
choque_10pct_temporario,temporario,0.9,0.0999999999999999,False,25,final,deficit_governo,p.p. do PIB em relação ao benchmark,100,-0.0158953505387864,-0.007249843584247651,0.0568959982440023,-0.1240465256338028,-0.04747166943390857,0.02388836698138035,0.05599885048228676,0.00568959982440023,-0.027046966194610854,-0.004743734882961948,True
choque_10pct_temporario,temporario,0.9,0.0999999999999999,False,25,final,inflacao,p.p. em relação ao benchmark,100,0.0022995355718793396,0.0160649735309714,0.06469660074887004,-0.10170752628936736,-0.038779923940823725,0.049873268050543124,0.09503520955488895,0.006469660074887004,-0.010380998174899188,0.014980069318657866,False
choque_10pct_temporario,temporario,0.9,0.0999999999999999,False,25,final,pib_real,% em relação ao benchmark,100,-0.11785846511785233,-0.1359950839082413,0.09771856192670646,-0.24929107919516244,-0.17960205262868845,-0.07195160742619605,0.07245820583872672,0.009771856192670646,-0.1370113032554868,-0.09870562698021787,True
choque_10pct_temporario,temporario,0.9,0.0999999999999999,False,25,final,taxa_desemprego,p.p. em relação ao benchmark,100,-0.06636940584010208,-0.05816361153872025,0.05630852924501224,-0.17617371063366763,-0.09168932601337737,-0.026381776745636173,0.0059996290204014134,0.005630852924501224,-0.07740587757212447,-0.05533293410807968,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,5,impacto,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.017001948719107162,-0.017598589677122148,0.005037397788929442,-0.02683074463654067,-0.019083833746494874,-0.014715908928692175,-0.007409554747784675,0.0005037397788929442,-0.017989278685737332,-0.016014618752476992,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,5,impacto,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.15132220603104987,0.15490159539694665,0.027112244691155907,0.1000883538352601,0.13887020582476306,0.16264467278243008,0.1965427747967052,0.002711224469115591,0.14600820607158332,0.15663620599051642,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,5,impacto,inflacao,p.p. em relação ao benchmark,100,0.35541060688053294,0.34755928450711515,0.04812026407202028,0.3016180865199824,0.31332922126198204,0.3941370947361411,0.4460230062544479,0.004812026407202028,0.34597903512241696,0.36484217863864893,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,5,impacto,pib_real,% em relação ao benchmark,100,-0.47810014117627486,-0.45605529256396715,0.08913081230001053,-0.6111465140105193,-0.5450466132345205,-0.404890976586203,-0.36639137040387626,0.008913081230001053,-0.49556978038707694,-0.4606305019654728,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,5,impacto,taxa_desemprego,p.p. em relação ao benchmark,100,0.20755346507930494,0.17015455789231027,0.09841326179981656,0.10909841611000269,0.1384080674713548,0.25905414953872846,0.44613471798482895,0.009841326179981656,0.1882644657665409,0.22684246439206898,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,6,+1,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.0818392181771736,-0.0743126191853153,0.024607402104675942,-0.13163205259590324,-0.09639302413264213,-0.06532191191248304,-0.05293866041175061,0.002460740210467594,-0.08666226898969008,-0.07701616736465712,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,6,+1,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.39491366729029287,0.3797915663796329,0.05482545845457416,0.31959128105132983,0.36070049931519943,0.4269845344229143,0.4970491325037573,0.005482545845457416,0.38416787743319636,0.4056594571473894,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,6,+1,inflacao,p.p. em relação ao benchmark,100,0.46190169522018953,0.47710684072447274,0.06573988116602772,0.30810625718955653,0.430659061664923,0.5043648785127308,0.5331609063838426,0.006573988116602772,0.4490166785116481,0.47478671192873095,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,6,+1,pib_real,% em relação ao benchmark,100,-0.9630840021089306,-0.9550884436580143,0.05836661886498163,-1.0664176435348394,-1.0062271268780234,-0.9191152962710891,-0.8873968639268248,0.005836661886498163,-0.974523859406467,-0.9516441448113943,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,6,+1,taxa_desemprego,p.p. em relação ao benchmark,100,0.2818719993638145,0.2547358126869015,0.09296076588742479,0.1766228815736505,0.21233964724998267,0.33706566710369995,0.4664081439371079,0.009296076588742479,0.26365168924987925,0.3000923094777498,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,10,+5,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.4936955539879596,-0.47562677070820875,0.06905254657196813,-0.6229665734311427,-0.5284418285487166,-0.44447499239921173,-0.40720078506890983,0.006905254657196813,-0.5072298531160654,-0.48016125485985384,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,10,+5,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.8949532198722437,0.8922961116056921,0.07467585278781112,0.7727174845004392,0.8512455423059055,0.9483525095903645,1.018925288384797,0.0074675852787811125,0.8803167527258328,0.9095896870186547,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,10,+5,inflacao,p.p. em relação ao benchmark,100,0.7890742589832351,0.8127912728123299,0.1725182112545353,0.4612539367720536,0.692109962418741,0.9267760719392282,1.0118414535321263,0.01725182112545353,0.7552606895773462,0.8228878283891241,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,10,+5,pib_real,% em relação ao benchmark,100,-3.8449361976911023,-3.8380073152338765,0.1016636075501618,-4.009150946030593,-3.9163823505382442,-3.7746700620900877,-3.688552557386925,0.010166360755016179,-3.864862264770934,-3.8250101306112705,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,10,+5,taxa_desemprego,p.p. em relação ao benchmark,100,0.830026404787294,0.8023540203788329,0.127143689271269,0.6408450804596436,0.7444181937931609,0.9147131219449549,1.067041291381874,0.012714368927126901,0.8051062416901252,0.8549465678844627,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,15,+10,deficit_externo,p.p. do PIB em relação ao benchmark,100,-1.3303735793925295,-1.3163614642095427,0.12480126571285857,-1.5440280402223856,-1.415442362072854,-1.2405814954195202,-1.159382556312614,0.012480126571285857,-1.3548346274722498,-1.3059125313128093,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,15,+10,deficit_governo,p.p. do PIB em relação ao benchmark,100,1.289698329501781,1.287655765161687,0.1143625937563958,1.1346044604250476,1.1979508087687045,1.360374418630062,1.4866655967114422,0.011436259375639581,1.2672832611255274,1.3121133978780346,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,15,+10,inflacao,p.p. em relação ao benchmark,100,-0.04800247816041203,-0.05104041855958915,0.40498191699886243,-0.7076796917727113,-0.3314912250203639,0.2609835685105977,0.5596564875934251,0.04049819169988624,-0.12737893389218907,0.031373977571364994,False
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,15,+10,pib_real,% em relação ao benchmark,100,-7.446764194305371,-7.432965899073546,0.22522423909491263,-7.845553522332188,-7.613992893399285,-7.261690986641875,-7.11024277643607,0.022522423909491263,-7.490908145167974,-7.402620243442768,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,15,+10,taxa_desemprego,p.p. em relação ao benchmark,100,1.7139758107998704,1.682024758749484,0.18185403728478527,1.4230855054613774,1.5905469433186008,1.8763399560461869,1.981173482887056,0.018185403728478527,1.6783324194920524,1.7496192021076884,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,25,final,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.5358334543950056,-0.47646704832483733,0.5012257989332503,-1.336120760255725,-0.8309232710065256,-0.23081786806639548,0.2143680867451316,0.050122579893325026,-0.6340737109859227,-0.43759319780408856,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,25,final,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.7725789968501542,0.7389634760525038,0.6720849742629039,-0.24340602680440934,0.24059795665797434,1.2645726407020546,1.8573836534397579,0.0672084974262904,0.640850341894625,0.9043076518056834,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,25,final,inflacao,p.p. em relação ao benchmark,100,5.357105556412324,5.365852261633586,0.7937936537654106,4.0161275740147975,4.933847370432954,5.826675921544777,6.444639653604882,0.07937936537654106,5.201522000274304,5.512689112550344,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,25,final,pib_real,% em relação ao benchmark,100,-9.093562743656786,-9.13621346219507,1.5673554835433396,-11.46565686032831,-10.121477965607621,-8.061218163712889,-6.289260970155878,0.15673554835433395,-9.400764418431281,-8.786361068882291,True
choque_20pct_permanente,permanente,0.8,0.1999999999999999,True,25,final,taxa_desemprego,p.p. em relação ao benchmark,100,1.1444438141363378,1.1651131527282255,0.7142354314620951,-0.017302359862626834,0.5777128338073523,1.601340181975509,2.2968103535457765,0.07142354314620951,1.0044536695697672,1.2844339587029083,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,5,impacto,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.017001948719107162,-0.017598589677122148,0.005037397788929442,-0.02683074463654067,-0.019083833746494874,-0.014715908928692175,-0.007409554747784675,0.0005037397788929442,-0.017989278685737332,-0.016014618752476992,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,5,impacto,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.15132220603104987,0.15490159539694665,0.027112244691155907,0.1000883538352601,0.13887020582476306,0.16264467278243008,0.1965427747967052,0.002711224469115591,0.14600820607158332,0.15663620599051642,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,5,impacto,inflacao,p.p. em relação ao benchmark,100,0.35541060688053294,0.34755928450711515,0.04812026407202028,0.3016180865199824,0.31332922126198204,0.3941370947361411,0.4460230062544479,0.004812026407202028,0.34597903512241696,0.36484217863864893,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,5,impacto,pib_real,% em relação ao benchmark,100,-0.47810014117627486,-0.45605529256396715,0.08913081230001053,-0.6111465140105193,-0.5450466132345205,-0.404890976586203,-0.36639137040387626,0.008913081230001053,-0.49556978038707694,-0.4606305019654728,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,5,impacto,taxa_desemprego,p.p. em relação ao benchmark,100,0.20755346507930494,0.17015455789231027,0.09841326179981656,0.10909841611000269,0.1384080674713548,0.25905414953872846,0.44613471798482895,0.009841326179981656,0.1882644657665409,0.22684246439206898,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,6,+1,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.075308612422619,-0.07026987061394095,0.02158004952669268,-0.12324737381732795,-0.08703604230287583,-0.06010006423862225,-0.04958382568442399,0.002158004952669268,-0.07953830212985077,-0.07107892271538724,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,6,+1,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.30888018966331054,0.29941751946031336,0.039354858715130135,0.26452754852371574,0.28190252445363484,0.32642647230936744,0.38333627132391346,0.0039354858715130135,0.30116663735514504,0.31659374197147605,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,6,+1,inflacao,p.p. em relação ao benchmark,100,-0.0224079193330815,-0.00804086131274135,0.06907968404905739,-0.1668790673800513,-0.05012590155663015,0.0216318864988573,0.07323223543746363,0.006907968404905739,-0.03594753740669675,-0.008868301259466254,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,6,+1,pib_real,% em relação ao benchmark,100,-0.3380287996345148,-0.3317157394424119,0.05115352564531369,-0.4429650595680856,-0.35806585264306073,-0.30166654564400264,-0.2725636266269426,0.005115352564531369,-0.3480548906609963,-0.3280027086080333,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,6,+1,taxa_desemprego,p.p. em relação ao benchmark,100,0.03795533360164544,0.0459158972990196,0.03277798895903946,-0.03610775235194063,0.022579383828365898,0.062081737292612627,0.07670561156165287,0.003277798895903946,0.031530847765673706,0.04437981943761718,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,10,+5,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.20136991854891634,-0.2017774532615248,0.02097062207551067,-0.23076868264859332,-0.21241669338420824,-0.18766097086362887,-0.16903687419139968,0.002097062207551067,-0.20548016047571643,-0.19725967662211624,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,10,+5,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.2506756203206322,0.25079926823563525,0.030981472861777336,0.2065281304469533,0.23086984289926443,0.27087999822326747,0.30283570676739896,0.0030981472861777337,0.24460325163972382,0.25674798900154056,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,10,+5,inflacao,p.p. em relação ao benchmark,100,-0.09851184345379367,-0.0941043644043793,0.05577446967165807,-0.17621099900910758,-0.12126146248357388,-0.06471382092599338,-0.02350507461551623,0.005577446967165807,-0.10944363950943865,-0.08758004739814869,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,10,+5,pib_real,% em relação ao benchmark,100,-0.8870924603409595,-0.8878770844382045,0.06712735368414721,-0.9799647229392394,-0.9418079078581887,-0.8450769394645147,-0.7558487596842961,0.0067127353684147215,-0.9002494216630523,-0.8739354990188666,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,10,+5,taxa_desemprego,p.p. em relação ao benchmark,100,0.14430858923005924,0.13959201759409784,0.040591322207989874,0.07530539170248844,0.11955046735005467,0.16491512083331294,0.21956024603137428,0.004059132220798988,0.13635269007729323,0.15226448838282525,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,15,+10,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.03217536896759984,-0.031673865275422056,0.03380985784811743,-0.07995802655251809,-0.059517630620046724,-0.0088900176533049,0.025423150805107604,0.003380985784811743,-0.03880210110583086,-0.025548636829368827,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,15,+10,deficit_governo,p.p. do PIB em relação ao benchmark,100,-0.06777905869058794,-0.06038518050836825,0.05876519464652337,-0.1691071565538269,-0.10424007257591043,-0.0247662029468617,0.016447519857625537,0.005876519464652337,-0.07929703684130651,-0.056261080539869356,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,15,+10,inflacao,p.p. em relação ao benchmark,100,0.14412696823926224,0.13743759428689323,0.05084743516550735,0.06361839982561013,0.10593113035757265,0.17718965981361467,0.22782517859521453,0.0050847435165507346,0.1341608709468228,0.15409306553170168,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,15,+10,pib_real,% em relação ao benchmark,100,-0.3671007957248475,-0.3818314429267833,0.13769928570149448,-0.5538012045654489,-0.4751784159466671,-0.2769532078463282,-0.1124925728822885,0.013769928570149447,-0.3940898557223404,-0.3401117357273546,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,15,+10,taxa_desemprego,p.p. em relação ao benchmark,100,-0.21798183356870576,-0.2134293393093074,0.07140576394628337,-0.3373282062260702,-0.2637054478383266,-0.16240365161216408,-0.11815439191895727,0.007140576394628337,-0.2319773633021773,-0.20398630383523422,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,25,final,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.03584513939284651,-0.04643340219817145,0.061789053311030594,-0.11212439352466701,-0.07769310353691254,-0.00622807322760655,0.09225139141255338,0.006178905331103059,-0.04795579384180851,-0.023734484943884512,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,25,final,deficit_governo,p.p. do PIB em relação ao benchmark,100,-0.03606075055235497,-0.0161283063983469,0.11822815998016026,-0.25692101186513144,-0.09188832987474455,0.05300339251185983,0.11490680658733399,0.011822815998016026,-0.05923346990846638,-0.01288803119624356,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,25,final,inflacao,p.p. em relação ao benchmark,100,0.09459993375237773,0.11170801698370254,0.14587981918331636,-0.1739003493124913,-0.0076487887532561,0.20388046339009921,0.3118494267814253,0.014587981918331636,0.06600748919244773,0.12319237831230773,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,25,final,pib_real,% em relação ao benchmark,100,-0.24986998060630636,-0.29409682409123894,0.20622049201003556,-0.5094490147086383,-0.3919763176079282,-0.1356530937345556,0.16253027930633526,0.020622049201003557,-0.29028919704027334,-0.20945076417233938,True
choque_20pct_temporario,temporario,0.8,0.1999999999999999,False,25,final,taxa_desemprego,p.p. em relação ao benchmark,100,-0.15099547726125262,-0.13192858762023218,0.11588986592131138,-0.38111589133515095,-0.2157508795888933,-0.06244637170307438,-0.005051775733096723,0.011588986592131138,-0.17370989098182965,-0.1282810635406756,True
