cenario,tipo_choque,multiplicador_produtividade,perda_produtividade,choque_permanente,periodo,horizonte,variavel,unidade,numero_simulacoes,media,mediana,desvio_padrao,p5,p25,p75,p95,erro_padrao,media_ic95_inferior,media_ic95_superior,media_diferente_zero_95
choque_05pct_temporario,temporario,0.95,0.05,False,5,impacto,pib_real,% em relação ao benchmark,100,-0.15194993485135475,-0.14260462823624803,0.06122434852623115,-0.26768069431299,-0.20050674864051926,-0.09864519263601818,-0.08312745909915208,0.006122434852623115,-0.16394990716249605,-0.13994996254021344,True
choque_05pct_temporario,temporario,0.95,0.05,False,5,impacto,taxa_desemprego,p.p. em relação ao benchmark,100,0.005596885771572267,0.00559130710885625,0.0008039232806382809,0.004184734492946625,0.004945866108598625,0.006188990077382574,0.006732733745411345,8.039232806382808e-05,0.005439316808567164,0.00575445473457737,True
choque_05pct_temporario,temporario,0.95,0.05,False,6,+1,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.0040736539028253145,-0.0048957255132984,0.0048108163999896585,-0.010631746899482795,-0.00762605828531495,-0.0005970916147433,0.004922310444187407,0.00048108163999896584,-0.005016573917223288,-0.0031307338884273414,True
choque_05pct_temporario,temporario,0.95,0.05,False,6,+1,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.04641872952483595,0.047508408091211055,0.01056207740643056,0.030003942419724428,0.039284322603888526,0.053682280702385274,0.06234713956093574,0.001056207740643056,0.04434856235317556,0.04848889669649634,True
choque_05pct_temporario,temporario,0.95,0.05,False,6,+1,inflacao,p.p. em relação ao benchmark,100,0.04524891607555111,0.044993533237847,0.020152416687986365,0.014481303363728016,0.027958754048362698,0.06283805070581013,0.07386597510092183,0.0020152416687986363,0.04129904240470578,0.04919878974639644,True
choque_05pct_temporario,temporario,0.95,0.05,False,6,+1,pib_real,% em relação ao benchmark,100,-0.11451426043511398,-0.11902655970229539,0.02565185694058649,-0.1493725949805091,-0.13648719030366901,-0.09388484545800317,-0.07260694541349308,0.0025651856940586493,-0.11954202439546893,-0.10948649647475903,True
choque_05pct_temporario,temporario,0.95,0.05,False,6,+1,taxa_desemprego,p.p. em relação ao benchmark,100,0.014022999091356698,0.014897943775402048,0.00944354419517869,-0.0033880376150929644,0.006899402916152625,0.021695634849340152,0.027017944622493344,0.0009443544195178691,0.012172064429101674,0.01587393375361172,True
choque_05pct_temporario,temporario,0.95,0.05,False,10,+5,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.054312189936535506,-0.053859667118747345,0.0037664972520192377,-0.060606908451577096,-0.056999850352922,-0.052095734656001175,-0.04879699671312101,0.00037664972520192375,-0.05505042339793128,-0.05357395647513973,True
choque_05pct_temporario,temporario,0.95,0.05,False,10,+5,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.0626967465863067,0.06319116578161885,0.006506014158981301,0.05094568246319675,0.058060525605736026,0.06748130074347498,0.07221254328134974,0.0006506014158981302,0.06142156781114636,0.06397192536146704,True
choque_05pct_temporario,temporario,0.95,0.05,False,10,+5,inflacao,p.p. em relação ao benchmark,100,-0.029794342940963232,-0.028861639614075,0.007984443694832363,-0.04200113063862248,-0.035767977479272926,-0.024604361655400274,-0.01689268819064943,0.0007984443694832363,-0.031359293905150375,-0.02822939197677609,True
choque_05pct_temporario,temporario,0.95,0.05,False,10,+5,pib_real,% em relação ao benchmark,100,-0.2195673058858568,-0.22116324081692945,0.02305095186247489,-0.25732618722820455,-0.23663190279943894,-0.20396111567934913,-0.18206753933501907,0.002305095186247489,-0.22408529245090186,-0.21504931932081173,True
choque_05pct_temporario,temporario,0.95,0.05,False,10,+5,taxa_desemprego,p.p. em relação ao benchmark,100,0.024347066361007353,0.0242470352499302,0.008796854045688876,0.01157129452872477,0.0187303293406895,0.029189173892669625,0.038701980814783266,0.0008796854045688876,0.022622882968052333,0.026071249753962373,True
choque_05pct_temporario,temporario,0.95,0.05,False,15,+10,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.012822076257303361,-0.0125227838123062,0.008711874279421782,-0.025370290458639227,-0.018493402814558923,-0.0068129111323300745,0.001076867477310937,0.0008711874279421783,-0.01452960361607003,-0.011114548898536691,True
choque_05pct_temporario,temporario,0.95,0.05,False,15,+10,deficit_governo,p.p. do PIB em relação ao benchmark,100,-0.01709826799141396,-0.01720155424601435,0.01296663132453734,-0.03955923695412179,-0.025211796502956598,-0.007330468779052875,0.003389311841594193,0.0012966631324537342,-0.01963972773102328,-0.014556808251804642,True
choque_05pct_temporario,temporario,0.95,0.05,False,15,+10,inflacao,p.p. em relação ao benchmark,100,-0.000940994221209083,0.0008116255851842501,0.024801464689519315,-0.05165582558366847,-0.015937448555436426,0.01546543445820055,0.03325639178383236,0.0024801464689519315,-0.005802081300354868,0.003920092857936703,False
choque_05pct_temporario,temporario,0.95,0.05,False,15,+10,pib_real,% em relação ao benchmark,100,-0.0655629934375291,-0.0658627846197246,0.02898674501028396,-0.10880113851554234,-0.0901009373993705,-0.04633720261492388,-0.01468571149917824,0.002898674501028396,-0.07124439545954475,-0.05988159141551344,True
choque_05pct_temporario,temporario,0.95,0.05,False,15,+10,taxa_desemprego,p.p. em relação ao benchmark,100,-0.04750228534745546,-0.0471070335914113,0.018811271604001024,-0.07501714886912113,-0.06047340789364913,-0.033394820798768626,-0.022145007182795606,0.0018811271604001023,-0.051189294581839656,-0.04381527611307126,True
choque_05pct_temporario,temporario,0.95,0.05,False,25,final,deficit_externo,p.p. do PIB em relação ao benchmark,100,-0.016669598502046204,-0.01738285373854905,0.011610037176302894,-0.032495187736992254,-0.023730734150723774,-0.010255323201336625,0.0041067600577022745,0.0011610037176302895,-0.018945165788601573,-0.014394031215490837,True
choque_05pct_temporario,temporario,0.95,0.05,False,25,final,deficit_governo,p.p. do PIB em relação ao benchmark,100,0.0012720074518649807,0.0025468531839544497,0.028311185335731032,-0.05186172732937762,-0.011419581219790325,0.02118603860049715,0.04073345507123111,0.0028311185335731033,-0.004276984873938302,0.0068209997776682635,False
