date,value
2012-12-31,7.4
2013-12-31,7.3
2014-12-31,7.0
2015-12-31,8.9
2016-12-31,11.6
2017-12-31,12.6
2018-12-31,12.1
2019-12-31,11.8
2020-12-31,13.7
2021-12-31,14.0
2022-12-31,9.6
2023-12-31,7.7
2024-12-31,6.6
2025-12-31,5.6
