series_id,date,value,unit,frequency,source,source_url,transformation,model_variable,status
crescimento_fbcf_real_anual,2018-12-31,5.189106864416004,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/93406/d/v584%202,Variação anual do índice médio de volume trimestral.,fbcf_fixa_real,diagnostic
crescimento_fbcf_real_anual,2019-12-31,4.040264754550482,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/93406/d/v584%202,Variação anual do índice médio de volume trimestral.,fbcf_fixa_real,diagnostic
crescimento_fbcf_real_anual,2020-12-31,-1.7229953611663351,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/93406/d/v584%202,Variação anual do índice médio de volume trimestral.,fbcf_fixa_real,diagnostic
crescimento_fbcf_real_anual,2021-12-31,13.014160485502346,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/93406/d/v584%202,Variação anual do índice médio de volume trimestral.,fbcf_fixa_real,diagnostic
crescimento_fbcf_real_anual,2022-12-31,1.0158114558472597,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/93406/d/v584%202,Variação anual do índice médio de volume trimestral.,fbcf_fixa_real,diagnostic
crescimento_fbcf_real_anual,2023-12-31,-2.908994255843833,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/93406/d/v584%202,Variação anual do índice médio de volume trimestral.,fbcf_fixa_real,diagnostic
crescimento_fbcf_real_anual,2024-12-31,6.810542805432607,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/93406/d/v584%202,Variação anual do índice médio de volume trimestral.,fbcf_fixa_real,diagnostic
crescimento_fbcf_real_anual,2025-12-31,2.9774024975437685,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/93406/d/v584%202,Variação anual do índice médio de volume trimestral.,fbcf_fixa_real,diagnostic
crescimento_pib_real_anual,1997-12-31,3.7165145716808956,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/90707/d/v584%202,Variação percentual do índice anual contra o ano anterior.,pib_real,ready
crescimento_pib_real_anual,1998-12-31,0.3547860640034095,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/90707/d/v584%202,Variação percentual do índice anual contra o ano anterior.,pib_real,ready
crescimento_pib_real_anual,1999-12-31,0.47608946710975264,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/90707/d/v584%202,Variação percentual do índice anual contra o ano anterior.,pib_real,ready
crescimento_pib_real_anual,2000-12-31,4.276230911777823,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/90707/d/v584%202,Variação percentual do índice anual contra o ano anterior.,pib_real,ready
crescimento_pib_real_anual,2001-12-31,1.5229225716471007,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/90707/d/v584%202,Variação percentual do índice anual contra o ano anterior.,pib_real,ready
crescimento_pib_real_anual,2002-12-31,3.0178812789435128,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/90707/d/v584%202,Variação percentual do índice anual contra o ano anterior.,pib_real,ready
crescimento_pib_real_anual,2003-12-31,1.1636160282193053,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/90707/d/v584%202,Variação percentual do índice anual contra o ano anterior.,pib_real,ready
crescimento_pib_real_anual,2004-12-31,5.421609899221846,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/90707/d/v584%202,Variação percentual do índice anual contra o ano anterior.,pib_real,ready
crescimento_pib_real_anual,2005-12-31,3.626169732171669,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/90707/d/v584%202,Variação percentual do índice anual contra o ano anterior.,pib_real,ready
crescimento_pib_real_anual,2006-12-31,3.958584718383862,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/90707/d/v584%202,Variação percentual do índice anual contra o ano anterior.,pib_real,ready
crescimento_pib_real_anual,2007-12-31,5.955144525984735,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/90707/d/v584%202,Variação percentual do índice anual contra o ano anterior.,pib_real,ready
crescimento_pib_real_anual,2008-12-31,4.77587151262433,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/90707/d/v584%202,Variação percentual do índice anual contra o ano anterior.,pib_real,ready
crescimento_pib_real_anual,2009-12-31,0.1635750421585147,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/90707/d/v584%202,Variação percentual do índice anual contra o ano anterior.,pib_real,ready
crescimento_pib_real_anual,2010-12-31,7.554253581830728,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/90707/d/v584%202,Variação percentual do índice anual contra o ano anterior.,pib_real,ready
crescimento_pib_real_anual,2011-12-31,4.094922046208738,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/90707/d/v584%202,Variação percentual do índice anual contra o ano anterior.,pib_real,ready
crescimento_pib_real_anual,2012-12-31,1.6105263157894845,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/90707/d/v584%202,Variação percentual do índice anual contra o ano anterior.,pib_real,ready
crescimento_pib_real_anual,2013-12-31,3.205517159728277,%,annual,IBGE/SIDRA 1621,https://apisidra.ibge.gov.br/values/t/1621/n1/all/v/584/p/all/c11255/90707/d/v584%202,Variação percentual do índice anual contra o ano anterior.,pib_real,ready
