cenario,tipo_choque,multiplicador_produtividade,perda_produtividade,choque_permanente,periodo,variavel,media,mediana,desvio_padrao,p5,p95
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,3,taxa_desemprego,0.12475496402664281,0.12465420863232873,0.0008896642521635596,0.12326081915943915,0.12620645537562453
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,4,deficit_externo,0.00708078762998537,0.006938860115528333,0.0016459210316347754,0.004696605395465656,0.010087054088963179
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,4,deficit_governo,0.10432981919155379,0.10424876552638039,0.0015669958518124117,0.101873196088259,0.10681325879284824
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,4,inflacao,0.030262741853643558,0.030294405279839287,0.0003937899769649422,0.02966043531771566,0.03095903702938426
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,4,pib_real,8377935.379555072,8376895.75896104,37785.39992784701,8321375.753632962,8435326.425282277
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,4,taxa_desemprego,0.10902857243934669,0.10895973774110385,0.0021729610014057706,0.10541393387532699,0.11228768150238537
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,5,deficit_externo,0.010876647920404586,0.010701586652517431,0.001780187374299708,0.008292486146670016,0.01405964193290186
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,5,deficit_governo,0.09616602360242585,0.0957792775968844,0.0024561642344515327,0.0925392816062419,0.1003696107206117
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,5,inflacao,0.04607228685430333,0.046131133479796804,0.0016027288426448468,0.04324063765234325,0.04831971650792427
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,5,pib_real,8633693.095830608,8635914.518875642,47536.7609791083,8547732.526195524,8712009.096011199
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,5,taxa_desemprego,0.09443415964160241,0.09413229689212013,0.0029903167811449164,0.09000448531055556,0.09975816377578023
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,6,deficit_externo,0.012005715130835459,0.011908341095123811,0.002122292278873513,0.00869887350086534,0.015514013045731335
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,6,deficit_governo,0.09662499112228114,0.09686991009140117,0.0029556781415290387,0.09168931342958637,0.10181515966073683
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,6,inflacao,0.06503034814559089,0.06508754856256327,0.0029041386942983607,0.06003703810027502,0.06966217263567802
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,6,pib_real,8814634.56503483,8810729.758028436,52657.45030486532,8728648.740431113,8904586.069497796
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,6,taxa_desemprego,0.08914079861692947,0.08910969891979986,0.0036866086582939095,0.08304064338950154,0.09579334403949905
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,7,deficit_externo,0.013836123776850872,0.013920388583948371,0.0024512139602658857,0.0100765306511556,0.017664644418078888
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,7,deficit_governo,0.10452547010736883,0.10471529629453727,0.0035803169108279964,0.0990402851452862,0.10979363008439588
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,7,inflacao,0.08919424678178306,0.08924310545782,0.0048540642121533036,0.08057035115697972,0.09670215870927797
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,7,pib_real,8908676.81641879,8909169.752552355,61851.434316018764,8817000.791781045,8997888.11919981
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,7,taxa_desemprego,0.09364391429458442,0.09361582141969078,0.004220052315129576,0.08705473080146686,0.09936686318116532
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,deficit_externo,0.011326304548932525,0.011658564648901273,0.0025252019804820115,0.00680723828441664,0.015418876505467822
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,deficit_governo,0.12151469916147832,0.1214165693937507,0.00457768238252846,0.11443359932134213,0.12894057665451533
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,inflacao,0.10461764384161118,0.10428652565972607,0.006000634268574101,0.09432069445131994,0.1154841609527342
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,pib_real,8908667.097564267,8904889.285844928,70039.87193533179,8794936.339253804,9029332.403131638
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,taxa_desemprego,0.10405323336894894,0.1043842808919892,0.005042146183666816,0.09538563225428075,0.11154210957520812
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,deficit_externo,0.005940676055045193,0.005930875944596417,0.002828850866988961,0.0012144836385046525,0.010879771622462276
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,deficit_governo,0.13925119685904222,0.13912235559755368,0.005146413007960555,0.13162892871383278,0.14797545065802178
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,inflacao,0.11117211939347768,0.11148042958040993,0.006668394428264355,0.10136663470963905,0.12121405249447807
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,pib_real,8829493.399658937,8824895.143306352,79227.00644105933,8694310.972903932,8946282.198621053
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,taxa_desemprego,0.11655574876122561,0.11625517333606789,0.005633883583411182,0.10777133566058159,0.1264033716098161
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,10,deficit_externo,-0.003906656717177568,-0.0038967917618090925,0.002959264758061128,-0.008826955492605471,0.0008176779807855789
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,10,deficit_governo,0.15660463927696772,0.1564484978233599,0.005676115409820409,0.1482183506618734,0.16582103115166072
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,10,inflacao,0.10451760433121572,0.1042176456455215,0.00680226928914422,0.0931894709449341,0.11595414129442595
