cenario,tipo_choque,multiplicador_produtividade,perda_produtividade,choque_permanente,periodo,variavel,unidade,media,mediana,desvio_padrao,p5,p95
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,21,pib_real,% em relação ao benchmark,-1.6979782847430314,-1.6840582787846003,0.18188881392355763,-1.9905601756020175,-1.4294282775313967
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,21,taxa_desemprego,p.p. em relação ao benchmark,-0.5811080899989292,-0.5853465203325844,0.09121755365953756,-0.7136349271209613,-0.4186216529668137
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,22,deficit_externo,p.p. do PIB em relação ao benchmark,-0.01938192334464212,-0.027538962917840644,0.07330206023440376,-0.13024440238758636,0.10034351393578585
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,22,deficit_governo,p.p. do PIB em relação ao benchmark,-0.09597245763552037,-0.08725687122728698,0.11435369559040846,-0.2679957626102286,0.08599060353876056
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,22,inflacao,p.p. em relação ao benchmark,1.5481995411294371,1.5249661294811312,0.1884789084911136,1.2999206404428065,1.8952343304696806
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,22,pib_real,% em relação ao benchmark,-1.6314964412468649,-1.6468721260966213,0.18002267722485196,-1.8943416319260131,-1.3605382044496561
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,22,taxa_desemprego,p.p. em relação ao benchmark,-0.6092381257497839,-0.603702823671167,0.1050444326099262,-0.7712608814424057,-0.4430903869269118
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,23,deficit_externo,p.p. do PIB em relação ao benchmark,0.025039798838914492,0.011930358932247045,0.07778373433034717,-0.0983556645874848,0.17070475522657716
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,23,deficit_governo,p.p. do PIB em relação ao benchmark,0.08478053232874135,0.07930682006608708,0.13504913043672068,-0.11849145134905648,0.317202549005626
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,23,inflacao,p.p. em relação ao benchmark,1.9591528958359965,1.9517486503811132,0.19516302848220463,1.6766746857461434,2.302899255149565
