cenario,tipo_choque,multiplicador_produtividade,perda_produtividade,choque_permanente,simulacao,seed,periodo,variavel,irf,unidade
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,7,48,24,pib_real,-0.09096589263808408,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,7,48,25,pib_real,-0.01356262863561053,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,0,pib_real,0.0,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,1,pib_real,0.0,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,2,pib_real,0.0,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,3,pib_real,0.0,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,4,pib_real,0.0,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,5,pib_real,-0.0930217887510465,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,6,pib_real,-0.06944396735675262,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,7,pib_real,-0.17247159828395198,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,8,pib_real,-0.23090627978485934,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,9,pib_real,-0.2550554920447867,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,10,pib_real,-0.2531823130272892,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,11,pib_real,-0.21280581447544744,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,12,pib_real,-0.16314807529020925,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,13,pib_real,-0.07128128196804973,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,14,pib_real,-0.039872340009028395,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,15,pib_real,-0.09097844387302434,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,16,pib_real,-0.12546890511466735,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,17,pib_real,-0.11279889532805898,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,18,pib_real,-0.1254104129778777,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,19,pib_real,-0.13216123214849773,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,20,pib_real,-0.15328390141513548,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,21,pib_real,-0.16982576554174234,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,22,pib_real,-0.1773444614976305,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,23,pib_real,-0.16191946361786558,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,24,pib_real,-0.13505944696898808,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,8,49,25,pib_real,-0.08523618023267288,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,50,0,pib_real,0.0,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,50,1,pib_real,0.0,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,50,2,pib_real,0.0,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,50,3,pib_real,0.0,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,50,4,pib_real,0.0,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,50,5,pib_real,-0.11694532007805458,% em relação ao benchmark
