setor,id_firma,faixa_pessoal,numero_firmas_representadas,pessoal_ocupado_firma,market_share_domestico,preco_relativo,qualidade_media_ponderada,pessoal_ocupado_medio_por_firma,peso_variedade,tipo_agente,qualidade,qualidade_efetiva_coorte,qualidade_por_firma
A,A_C000001,coorte de 10000 firmas,10000,1094605,0.0871473111642393,1.0,10.117070483497784,109.4605,10000,coorte_firmas,0.29520723426813117,0.9869449462556159,0.9635235497738656
A,A_C000002,coorte de 10000 firmas,10000,1217730,0.09694994561876577,1.0,12.08272196382101,121.773,10000,coorte_firmas,0.3113678622124733,1.0411307908753589,1.0164234988070793
A,A_C000003,coorte de 10000 firmas,10000,1092227,0.08695798596843937,1.0,9.417109669584834,109.2227,10000,coorte_firmas,0.294886395020929,0.9858368444803075,0.962441744593033
A,A_C000004,coorte de 10000 firmas,10000,1141721,0.0908984658847223,1.0,10.361135169075121,114.1721,10000,coorte_firmas,0.30149372445329986,1.0079800017478353,0.9840594179744657
A,A_C000005,coorte de 10000 firmas,10000,1433727,0.11414661269916664,1.0,14.89667954937765,143.3727,10000,coorte_firmas,0.33785590523056813,1.1298768251321436,1.1030634824048104
A,A_C000006,coorte de 10000 firmas,10000,1118212,0.0890267896744363,1.0,11.804318921398899,111.8212,10000,coorte_firmas,0.2983735740216219,0.9976795760709872,0.9740034338489154
A,A_C000007,coorte de 10000 firmas,10000,1143245,0.09101979960986908,1.0,11.294595047439044,114.3245,10000,coorte_firmas,0.3016948783288657,1.0087143109766037,0.9847763011576856
A,A_C000008,coorte de 10000 firmas,10000,1293604,0.10299067728660531,1.0,14.132639617988733,129.3604,10000,coorte_firmas,0.32092160613864146,1.0732166392638824,1.0477479112316093
A,A_C000009,coorte de 10000 firmas,10000,1144537,0.09112266258420612,1.0,11.685658905330188,114.4537,10000,coorte_firmas,0.3018653053668244,1.009336156092301,0.9853833891371717
A,A_C000010,coorte de 10000 firmas,10000,1234336,0.09827203737715658,1.0,14.69825614269488,123.4336,10000,coorte_firmas,0.31348371150213944,1.0483958711460981,1.023516169941789
A,A_C000011,coorte de 6168 firmas,6168,646455,0.05146771213239325,1.0,9.110458027651134,104.8078793774319,6168,coorte_firmas,0.2268649645326339,0.7584132741066434,0.9427643452235454
B,B_C000001,coorte de 10000 firmas,10000,186684,0.8794482602673903,1.0,17.205927428509955,18.6684,10000,coorte_firmas,0.9377890275895695,1.6457495521707775,1.0068287817437636
B,B_C000002,coorte de 1512 firmas,1512,25590,0.12055173973260974,1.0,11.274371216118201,16.924603174603174,1512,coorte_firmas,0.3472056159289618,0.6076258679098404,0.9559875474762946
C,C_C000001,coorte de 10000 firmas,10000,245132,0.02321246843975664,1.0,12.013803956752643,24.5132,10000,coorte_firmas,0.15235638627821493,0.9909987387288505,0.9822517057479395
C,C_C000002,coorte de 10000 firmas,10000,260726,0.02468912278455685,1.0,11.981637146214487,26.0726,10000,coorte_firmas,0.15712772761214633,1.022029605451317,1.0130086790696982
C,C_C000003,coorte de 10000 firmas,10000,245098,0.023209248852240724,1.0,12.4667281461791,24.5098,10000,coorte_firmas,0.1523458199368815,0.9909349935489519,0.982188523213753
C,C_C000004,coorte de 10000 firmas,10000,260340,0.024652570996876146,1.0,12.180544723586655,26.034,10000,coorte_firmas,0.15701137218964792,1.0212753223124593,1.0122610535977326
