cenario,tipo_choque,multiplicador_produtividade,perda_produtividade,choque_permanente,simulacao,seed,periodo,pib_real,taxa_desemprego,inflacao,deficit_governo,deficit_externo
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,0,7609597.0,0.138,0.03,0.12063832026847152,0.010583740505574736
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,1,7652724.38733265,0.14039181650999813,0.030000000000000027,0.11859183719691781,0.007984885903803248
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,2,7801103.962356615,0.13522744274108023,0.02418925667905869,0.12049839550176797,0.0062871968075281755
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,3,8022931.17537678,0.12581917429507655,0.026808879878366332,0.11284390543883532,0.005699729118197142
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,4,8394049.117589632,0.11075441073636484,0.029794467562436644,0.10562257887155795,0.0052840663367776635
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,5,8585680.493210029,0.09647749845923845,0.04510368814554,0.09836789915715399,0.008252876513353904
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,6,8769579.9331552,0.09084504029376396,0.06452631080189142,0.09837798377566315,0.011583599745725955
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,7,8869622.004720088,0.09173804035997117,0.08849284097699672,0.10522322316724472,0.013649072549417456
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,8,8920269.458251491,0.0964485499362208,0.10790319205634713,0.11770990047036652,0.011790535441376456
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,9,8836063.225824386,0.10896338045492245,0.12125876747320063,0.13416398010073405,0.007640677519167812
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,10,8697271.107528161,0.12434319049005728,0.11967378399049,0.1556376724982452,-9.390261882723201e-05
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,11,8499145.494298717,0.1389666254437177,0.10860394646690463,0.17342878639117287,-0.011229718877414665
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,12,8383010.550401915,0.14366408742056586,0.08721498294583707,0.1844335635930596,-0.02650634867679626
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,13,8522287.982898694,0.13701147492316107,0.0666104887041874,0.1785861207369867,-0.035953416060231
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,14,8811594.337115698,0.11957681473056542,0.04843700058175071,0.16581240519642831,-0.03865464470599295
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,15,9466894.998053491,0.08969217547086551,0.041540330131752956,0.14281225610013346,-0.02908322215787872
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,16,9873656.737994907,0.06552126315056317,0.05382286942655634,0.12613472460097075,-0.024026992554649
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,17,10185285.79192275,0.05541924986228634,0.08984701230277858,0.11815441640218256,-0.014797243535179283
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,18,10441657.781017724,0.05722539278167975,0.14011041798282187,0.12328463989775733,-0.0052015003876237885
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,19,10742945.801964583,0.06138673559758249,0.1869738705465851,0.1376375460451243,0.003359242462887097
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,20,10803154.44946697,0.062241035406819425,0.22088707426693066,0.15174209593711493,0.00522770098082426
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,21,10864343.200315168,0.06630679537318476,0.24353242333682568,0.1604127712944641,0.00543532672756115
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,22,10726176.987845471,0.07646614505432722,0.24912224658222204,0.17844133913200638,-0.0055039936669979425
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,23,10543068.282480456,0.08509616134490196,0.23871245267696795,0.1967665393065843,-0.0207504438156589
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,24,10393780.95461547,0.09235360864501849,0.21561672349752614,0.20601747476045174,-0.033431381669490126
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,1,42,25,10353304.019990921,0.08627012854139253,0.18685102853394842,0.20851805666324424,-0.04936454250168945
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,0,7609597.0,0.138,0.03,0.12063832026847152,0.010583740505574736
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,1,7652724.38733265,0.14039181650999813,0.030000000000000027,0.11859183719691781,0.007984885903803248
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,2,7795020.874483838,0.13522708141572493,0.024191530163762076,0.12053436588815551,0.006861983543173556
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,3,8037316.46680246,0.12476063426065676,0.026811775187928433,0.11260565842351052,0.00624820585705405
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,4,8348844.63122399,0.11108254305111744,0.030217521397929215,0.10567504655299073,0.007147843342347539
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,5,8574390.673074855,0.09868761900003245,0.045130120030228316,0.09976624913103042,0.008961721166939517
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,6,8764494.433382211,0.08924638438521325,0.06424006454742504,0.09827680434940744,0.009689385281031896
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,7,8929309.703905908,0.08794085034618945,0.08958583788516905,0.10115531042174722,0.013297190277066303
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,8,8944544.385157285,0.09618954095877508,0.11100700591608614,0.11533673830047476,0.015515679749515168
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,9,8854117.621350534,0.11066582243956644,0.12331055457941442,0.13589153217091332,0.009477875757697755
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,10,8660873.463449314,0.12735355177718857,0.12195957737200858,0.15780241299730904,0.0003822610904956799
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,11,8467325.093272403,0.1399126269900249,0.1078721995183245,0.176018735664087,-0.013959209793266529
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,12,8367903.889375961,0.14759342334623354,0.08610527064957307,0.1862741235377772,-0.02845002214444694
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,13,8391481.199224962,0.14491818826861988,0.06249689370771283,0.18636470660484777,-0.0380016817654495
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,14,8744760.185177492,0.12491350395212088,0.042784269694428945,0.17030211695456812,-0.04069952276993672
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,15,9364672.30547793,0.09630916212110621,0.033709371700020974,0.1468761949838596,-0.03542405919918001
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,16,9884483.847811129,0.06962227509757818,0.042296677117953596,0.1282326420668495,-0.027556039547720713
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,17,10228993.872284053,0.055278303368293605,0.07476426751327936,0.11681980851912381,-0.01634909959619063
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,18,10539718.034508709,0.054738734338621614,0.12693910719366386,0.11829115235531018,-0.008364653523186345
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,19,10740541.733745698,0.060394081394151936,0.1806424870798813,0.13393135041212365,0.001889213070580814
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,20,10908646.553662647,0.06105515742456531,0.2218160196694985,0.14842849933582494,0.005708563266930185
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,21,10919646.570575127,0.06219933500402698,0.24967451800317764,0.15696588375718865,0.006447915011394655
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,22,10822108.09884315,0.0745357822813297,0.2610969236205831,0.17393097756352824,-0.0011903867789709605
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,23,10499911.716676103,0.09443429125063361,0.24886221360058847,0.2034189741317732,-0.01634020835354153
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,24,10277308.398326363,0.10151952126665266,0.2186070926618633,0.21937259909290546,-0.037027416555873854
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,2,43,25,10210090.059308793,0.09835428287356512,0.1835800347724159,0.21608950531432514,-0.05251847951330255
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,0,7609597.0,0.138,0.03,0.12063832026847152,0.010583740505574736
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,1,7652724.38733265,0.14039181650999813,0.030000000000000027,0.11859183719691781,0.007984885903803248
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,2,7809568.471876611,0.13522708141572493,0.024184146560761954,0.12045454734906626,0.004914800534182451
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,3,8040221.635573903,0.126620717904688,0.02683058200310473,0.1129004970675796,0.005202146882133367
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,4,8301408.8178097345,0.11185275020171319,0.02943467336483363,0.1069562413332863,0.006637518469462689
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,5,8616203.76863251,0.09487633399097552,0.04413566515527023,0.09752338236503968,0.010359740962124962
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,6,8822650.806408145,0.08722781131945848,0.0638057055662653,0.0961339249528835,0.010522696279626655
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,7,8934117.976235965,0.09130566689746718,0.09160092806027231,0.10230592198597377,0.015768752871092043
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,8,8917554.234013932,0.09976238052874066,0.11121271455617121,0.11965619108289242,0.014699690975334374
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,9,8789619.017492006,0.11485979092256271,0.12286270335784444,0.13879286422627438,0.010297485657962971
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,10,8570574.825220741,0.13144130645659569,0.11749702578088494,0.16274466158123388,-0.002956555696294219
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,11,8429491.299422398,0.14460880085012695,0.10258432637231651,0.17780944590217634,-0.014614866837960283
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,12,8347988.08381747,0.14878667269068388,0.0782906765998661,0.18721330998286267,-0.030772370722430376
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,13,8460641.297700632,0.1429928075706583,0.05538510200354296,0.18297442135861455,-0.03958004339023326
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,14,8806024.995801417,0.12433857691359129,0.036192547630256255,0.16783377018644938,-0.04019028595648749
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,15,9482388.414259806,0.09059478632092458,0.03061875743211173,0.14263838106346252,-0.03211931015505582
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,16,9868196.759447832,0.06729001537124588,0.04493277131410345,0.1247921116347084,-0.02465833263606324
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,17,10211658.856405368,0.05678812746274261,0.08201161909418353,0.11729733689127833,-0.015589977482491066
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,18,10531295.243300423,0.056180042907616724,0.13387569361732576,0.12099717644791698,-0.005149903657460527
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,19,10770151.572828334,0.05819241397895401,0.18495319377845787,0.13401176968752007,0.0016771335499453362
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,20,10872017.975264871,0.06292366891727103,0.22636790050303301,0.14759044817956948,0.008983399910641312
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,21,10927599.61698584,0.06827545984640668,0.24772238622228726,0.1634387715809841,0.006332216710197339
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,22,10598247.090489881,0.08415917491250122,0.253220704190223,0.18634900076296382,-0.0056224668219006
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,23,10349107.880356275,0.10270125431804412,0.23335021062859096,0.2103074041173962,-0.02133471167143175
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,24,10111285.880096732,0.10366032768161103,0.2008692316750229,0.22028201598191322,-0.04166188354965645
choque_10pct_permanente,permanente,0.9,0.09999999999999998,True,3,44,25,10157256.05927547,0.0920764181541296,0.16613319316525588,0.21123677615730235,-0.05678477305186197
